Gene,object_SRR24886407,object_SRR24886411,object_SRR24886417,object_SRR24886420,object_SRR24886421,object_SRR24886422,average_percent,SD_percent,Mean-SD,Mean+SD,Sum
Inner membrane protein of type IV secretion of T-DNA complex%2C VirB6-1,0.000125023,0,0.000169515,0,0,7.06914E-05,6.08716E-05,6.72449E-05,-6.3733E-06,0.000325176,9
ATP synthase F0 sector subunit c (EC 3.6.3.14),6.25117E-05,5.46269E-05,0.000101709,0,0,0.000141383,6.00383E-05,5.09868E-05,9.05152E-06,0.000224542,9
ABC transporter permease protein,0,0.000109254,3.39029E-05,0,0.000175901,3.53457E-05,5.90673E-05,6.36956E-05,-4.62828E-06,0.000163252,5
Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-),0,0,0,0,0.000351803,0,5.86338E-05,0.000131109,-7.24754E-05,3.69204E-05,2
NADPH:quinone oxidoreductase,0,0,3.39029E-05,0,0.000175901,0.000141383,5.85312E-05,7.2485E-05,-1.39538E-05,0.000262645,6
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)%3B Propionyl-CoA carboxylase beta chain (EC 6.4.1.3),0,0,3.39029E-05,0,0.000175901,0.000141383,5.85312E-05,7.2485E-05,-1.39538E-05,0.000207657,6
Ferrochelatase%2C protoheme ferro-lyase (EC 4.99.1.1),0,0,6.78058E-05,0,0.000175901,0.000106037,5.82907E-05,6.63274E-05,-8.0367E-06,0.00023951,6
GenBank:CDS:NODE-12489+-length-82087-cov-16.8551:20493:21641,0,0,0,0.000207771,0,0.000141383,5.81922E-05,8.44982E-05,-2.6306E-05,0.00029162,5
tRNA-Arg-TCT,0,0,3.39029E-05,0.000207771,0,0.000106037,5.79518E-05,7.68239E-05,-1.88721E-05,0.000343087,5
GenBank:CDS:NODE-209270+-length-97564-cov-18.0619:74577:74714,0,0,3.39029E-05,0.000207771,0,0.000106037,5.79518E-05,7.68239E-05,-1.88721E-05,0.00029162,5
LSU ribosomal protein L17p,0,0,0.000135612,0,0.000175901,3.53457E-05,5.78098E-05,7.13318E-05,-1.3522E-05,0.000145341,6
GenBank:CDS:NODE-86943+-length-61710-cov-17.7779:1542:1781,0,0,6.78058E-05,0.000207771,0,7.06914E-05,5.77113E-05,7.39143E-05,-1.6203E-05,0.000202026,5
Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj,0,0,0.000169515,0,0.000175901,0,5.75693E-05,8.14362E-05,-2.38669E-05,0.000131016,6
NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase,0,5.46269E-05,0,0,0.000175901,0.000106037,5.60942E-05,6.6194E-05,-1.00998E-05,0.000131626,5
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38),0,5.46269E-05,3.39029E-05,0,0.000175901,7.06914E-05,5.58538E-05,5.96577E-05,-3.80392E-06,0.000237436,5
GenBank:CDS:NODE-86943+-length-61710-cov-17.7779:7765:8160,0,5.46269E-05,3.39029E-05,0,0.000175901,7.06914E-05,5.58538E-05,5.96577E-05,-3.80392E-06,0.000134776,5
rRNA small subunit methyltransferase H,0.000125023,0,3.39029E-05,0,0.000175901,0,5.58046E-05,6.95661E-05,-1.37615E-05,0.000125874,4
Diaminopimelate decarboxylase (EC 4.1.1.20),0,5.46269E-05,6.78058E-05,0,0.000175901,3.53457E-05,5.56133E-05,5.94633E-05,-3.85003E-06,0.00029162,5
GenBank:CDS:NODE-12488+-length-6522-cov-48.9989:628:1725,0,5.46269E-05,6.78058E-05,0,0.000175901,3.53457E-05,5.56133E-05,5.94633E-05,-3.85003E-06,0.000202026,5
sodium/alanine symporter family protein,0,5.46269E-05,6.78058E-05,0,0.000175901,3.53457E-05,5.56133E-05,5.94633E-05,-3.85003E-06,0.000163559,5
DNA polymerase I (EC 2.7.7.7),0,5.46269E-05,0.000101709,0,0,0.000176728,5.55107E-05,6.59205E-05,-1.04098E-05,0.000394884,9
LSU ribosomal protein L21p,0,5.46269E-05,3.39029E-05,0.000207771,0,3.53457E-05,5.52744E-05,7.09694E-05,-1.5695E-05,0.00013069,4
Ribosome-binding factor A,0,5.46269E-05,3.39029E-05,0.000207771,0,3.53457E-05,5.52744E-05,7.09694E-05,-1.5695E-05,0.000126283,4
GenBank:CDS:NODE-296156+-length-710-cov-46.4664:184:627,0,5.46269E-05,3.39029E-05,0.000207771,0,3.53457E-05,5.52744E-05,7.09694E-05,-1.5695E-05,6.03997E-05,4
Octaprenyl diphosphate synthase (EC 2.5.1.90) / Dimethylallyltransferase (EC 2.5.1.1) / (2E%2C6E)-farnesyl diphosphate synthase (EC 2.5.1.10) / Geranylgeranyl diphosphate synthase (EC 2.5.1.29),6.25117E-05,5.46269E-05,0,0,0.000175901,3.53457E-05,5.4731E-05,5.9315E-05,-4.58401E-06,0.000115118,4
GenBank:CDS:NODE-322767+-length-109172-cov-17.173:63043:63372,0,0,3.39029E-05,0,0.000175901,0.000106037,5.26402E-05,6.67191E-05,-1.40789E-05,0.000237436,5
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1),0,0,3.39029E-05,0,0.000175901,0.000106037,5.26402E-05,6.67191E-05,-1.40789E-05,0.00016859,5
GenBank:CDS:NODE-44068+-length-28286-cov-17.8349:26166:26462,0,0,3.39029E-05,0,0.000175901,0.000106037,5.26402E-05,6.67191E-05,-1.40789E-05,0.000115727,5
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,0,0,6.78058E-05,0,0.000175901,7.06914E-05,5.23998E-05,6.33269E-05,-1.09272E-05,0.000311875,5
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),0,0,6.78058E-05,0,0.000175901,7.06914E-05,5.23998E-05,6.33269E-05,-1.09272E-05,0.000238904,5
Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J,0,0,0,0.000207771,0,0.000106037,5.23013E-05,7.95822E-05,-2.72809E-05,0.000109503,4
Tyrosine recombinase XerD,0,0,3.39029E-05,0.000207771,0,7.06914E-05,5.20608E-05,7.42219E-05,-2.21611E-05,0.00015947,4
GenBank:CDS:NODE-120176+-length-30848-cov-19.0928:17580:18554,0,0,3.39029E-05,0.000207771,0,7.06914E-05,5.20608E-05,7.42219E-05,-2.21611E-05,0.00013069,4
Lead%2C cadmium%2C zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4),0,0,3.39029E-05,0.000207771,0,7.06914E-05,5.20608E-05,7.42219E-05,-2.21611E-05,0.000125874,4
DNA ligase (EC 6.5.1.2),0,0,3.39029E-05,0.000207771,0,7.06914E-05,5.20608E-05,7.42219E-05,-2.21611E-05,6.23306E-05,4
Tyrosyl-tRNA synthetase (EC 6.1.1.1),0,0,3.39029E-05,0.000207771,0,7.06914E-05,5.20608E-05,7.42219E-05,-2.21611E-05,6.23306E-05,4
Putative deoxyribonuclease YcfH,0,0,3.39029E-05,0.000207771,0,7.06914E-05,5.20608E-05,7.42219E-05,-2.21611E-05,5.57376E-05,4
Deoxyribodipyrimidine photolyase (EC 4.1.99.3),6.25117E-05,0.000109254,3.39029E-05,0,0,0.000106037,5.19509E-05,4.48032E-05,7.14766E-06,0.000386858,7
L-Proline/Glycine betaine transporter ProP-2,0,0,0.000135612,0,0.000175901,0,5.19189E-05,7.43398E-05,-2.2421E-05,0.000237788,5
Ribonuclease III (EC 3.1.26.3),0,0,6.78058E-05,0.000207771,0,3.53457E-05,5.18204E-05,7.40535E-05,-2.22331E-05,0.000197072,4
Ribulose-phosphate 3-epimerase (EC 5.1.3.1),0,0,6.78058E-05,0.000207771,0,3.53457E-05,5.18204E-05,7.40535E-05,-2.22331E-05,0.000197072,4
tRNA:m(5)U-54 MTase gid,0,0,6.78058E-05,0.000207771,0,3.53457E-05,5.18204E-05,7.40535E-05,-2.22331E-05,0.000126283,4
Rod shape-determining protein RodA,0,0,6.78058E-05,0.000207771,0,3.53457E-05,5.18204E-05,7.40535E-05,-2.22331E-05,0.000126283,4
Holliday junction DNA helicase RuvB,0,0,6.78058E-05,0.000207771,0,3.53457E-05,5.18204E-05,7.40535E-05,-2.22331E-05,6.03997E-05,4
Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-),6.25117E-05,0.000109254,6.78058E-05,0,0,7.06914E-05,5.17104E-05,3.9571E-05,1.21395E-05,0.00016894,7
GenBank:CDS:NODE-219967+-length-44450-cov-17.0484:8109:8999,0,0,0.000101709,0.000207771,0,0,5.15799E-05,7.911E-05,-2.75301E-05,0.00015947,4
sensor histidine kinase-2,0,0,0.000101709,0.000207771,0,0,5.15799E-05,7.911E-05,-2.75301E-05,0.000126283,4
GenBank:CDS:NODE-205845+-length-54155-cov-18.7126:33262:33696,6.25117E-05,0,3.39029E-05,0,0.000175901,3.53457E-05,5.1277E-05,5.98217E-05,-8.54473E-06,0.000198399,4
major facilitator family transporter,6.25117E-05,0,3.39029E-05,0,0.000175901,3.53457E-05,5.1277E-05,5.98217E-05,-8.54473E-06,6.23306E-05,4
Methionine ABC transporter ATP-binding protein-2,6.25117E-05,0,3.39029E-05,0.000207771,0,0,5.06975E-05,7.39418E-05,-2.32442E-05,0.000157343,3
Ribonucleotide reductase transcriptional regulator NrdR,6.25117E-05,0,3.39029E-05,0.000207771,0,0,5.06975E-05,7.39418E-05,-2.32442E-05,0.000157343,3
GenBank:CDS:NODE-12489+-length-82087-cov-16.8551:35487:35654,0,5.46269E-05,0,0.000207771,0,3.53457E-05,4.96239E-05,7.37415E-05,-2.41177E-05,4.32482E-05,3
tRNA-Val-GAC,0,5.46269E-05,3.39029E-05,0.000207771,0,0,4.93834E-05,7.379E-05,-2.44066E-05,0.000122425,3
GenBank:CDS:NODE-262015+-length-9397-cov-17.2548:108:488,0,5.46269E-05,3.39029E-05,0.000207771,0,0,4.93834E-05,7.379E-05,-2.44066E-05,0.000103206,3
tRNA-Leu-GAG,0,0,0,0,0.000175901,0.000106037,4.69898E-05,6.94466E-05,-2.24568E-05,6.03997E-05,4
Mlr8242 protein,0,0,3.39029E-05,0,0.000175901,7.06914E-05,4.67493E-05,6.32126E-05,-1.64634E-05,7.31414E-05,4
dCMP deaminase (EC 3.5.4.12),0,0.000109254,0.000135612,0,0,3.53457E-05,4.67018E-05,5.55125E-05,-8.81068E-06,0.000222526,7
GenBank:CDS:NODE-274145+-length-19715-cov-16.5394:3746:4282,0,0,6.78058E-05,0,0.000175901,3.53457E-05,4.65088E-05,6.29945E-05,-1.64857E-05,0.000197072,4
DNA recombination and repair protein RecF,0,0,6.78058E-05,0,0.000175901,3.53457E-05,4.65088E-05,6.29945E-05,-1.64857E-05,0.000109962,4
Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9),0,0,0,0.000207771,0,7.06914E-05,4.64103E-05,7.66403E-05,-3.02299E-05,0.000193461,3
GenBank:CDS:NODE-209270+-length-97564-cov-18.0619:5919:6290,0,0,0,0.000207771,0,7.06914E-05,4.64103E-05,7.66403E-05,-3.02299E-05,5.4856E-05,3
Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-),0,0,0.000101709,0,0.000175901,0,4.62684E-05,6.88494E-05,-2.2581E-05,0.000125874,4
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),0,0,3.39029E-05,0.000207771,0,3.53457E-05,4.61699E-05,7.39115E-05,-2.77416E-05,0.000157343,3
Type IV secretion system protein VirD4,0,0,3.39029E-05,0.000207771,0,3.53457E-05,4.61699E-05,7.39115E-05,-2.77416E-05,0.000120081,3
AdoMet-AdoHcy transporter 2,0,0,3.39029E-05,0.000207771,0,3.53457E-05,4.61699E-05,7.39115E-05,-2.77416E-05,0.000103206,3
Mobile element protein-4,0,0,3.39029E-05,0.000207771,0,3.53457E-05,4.61699E-05,7.39115E-05,-2.77416E-05,4.42756E-05,3
Cell division protein FtsQ,0,0,6.78058E-05,0.000207771,0,0,4.59294E-05,7.64953E-05,-3.05659E-05,0.000105989,3
Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1),0,0,6.78058E-05,0.000207771,0,0,4.59294E-05,7.64953E-05,-3.05659E-05,4.42756E-05,3
Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),0,0,6.78058E-05,0.000207771,0,0,4.59294E-05,7.64953E-05,-3.05659E-05,4.32482E-05,3
tRNA-Ala-TGC,0,0,0.00023732,0,0,3.53457E-05,4.54443E-05,8.67747E-05,-4.13304E-05,0.000390477,8
GenBank:CDS:NODE-224277+-length-5923-cov-40.3374:2630:2884,6.25117E-05,0,3.39029E-05,0,0.000175901,0,4.5386E-05,6.27682E-05,-1.73822E-05,0.000120081,3
GenBank:CDS:NODE-11581+-length-45870-cov-18.1412:32587:33216,6.25117E-05,0,3.39029E-05,0,0.000175901,0,4.5386E-05,6.27682E-05,-1.73822E-05,5.4856E-05,3
GenBank:CDS:NODE-134216+-length-6506-cov-39.8756:333:728,0,5.46269E-05,0,0,0.000175901,3.53457E-05,4.43123E-05,6.2441E-05,-1.81286E-05,0.000227746,3
Large exoproteins involved in heme utilization or adhesion,0,5.46269E-05,0,0,0.000175901,3.53457E-05,4.43123E-05,6.2441E-05,-1.81286E-05,4.42756E-05,3
GenBank:CDS:NODE-274145+-length-19715-cov-16.5394:16633:17094,0,5.46269E-05,3.39029E-05,0,0.000175901,0,4.40719E-05,6.24778E-05,-1.84059E-05,0.000105989,3
GenBank:CDS:NODE-274146+-length-62332-cov-15.7622:17258:17521,0,5.46269E-05,3.39029E-05,0,0.000175901,0,4.40719E-05,6.24778E-05,-1.84059E-05,4.42756E-05,3
GenBank:CDS:NODE-224278+-length-13815-cov-21.0001:3349:3555,0,5.46269E-05,0,0.000207771,0,0,4.37329E-05,7.60234E-05,-3.22905E-05,5.89255E-05,2
Recombination protein RecR,0,5.46269E-05,0,0.000207771,0,0,4.37329E-05,7.60234E-05,-3.22905E-05,3.69204E-05,2
Histidyl-tRNA synthetase (EC 6.1.1.21),0,5.46269E-05,0.000101709,0,0,0.000106037,4.37288E-05,4.6725E-05,-2.99627E-06,0.000222526,7
Alkyl hydroperoxide reductase subunit C-like protein,6.25117E-05,5.46269E-05,6.78058E-05,0,0,7.06914E-05,4.2606E-05,3.05371E-05,1.20688E-05,0.000241194,6
GenBank:CDS:NODE-11582+-length-17202-cov-16.5658:10098:10367,0,0,0,0,0.000175901,7.06914E-05,4.10988E-05,6.55794E-05,-2.44806E-05,0.000122425,3
FIG041266: ATP-dependent nuclease subunit B,0,0,0,0,0.000175901,7.06914E-05,4.10988E-05,6.55794E-05,-2.44806E-05,0.000120081,3
inversin protein alternative isoform%2C putative,0,0,0,0,0.000175901,7.06914E-05,4.10988E-05,6.55794E-05,-2.44806E-05,0.000105989,3
Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also],0,0,0,0,0.000175901,7.06914E-05,4.10988E-05,6.55794E-05,-2.44806E-05,5.4856E-05,3
Quaternary ammonium compound-resistance protein SugE,0,0,0,0,0.000175901,7.06914E-05,4.10988E-05,6.55794E-05,-2.44806E-05,4.42756E-05,3
Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter,0,0,0,0,0.000175901,7.06914E-05,4.10988E-05,6.55794E-05,-2.44806E-05,4.42756E-05,3
Uridine kinase (EC 2.7.1.48) [C1],0,0,3.39029E-05,0,0.000175901,3.53457E-05,4.08583E-05,6.2348E-05,-2.14896E-05,0.000105989,3
Glutamine synthetase type I (EC 6.3.1.2),0,0,3.39029E-05,0,0.000175901,3.53457E-05,4.08583E-05,6.2348E-05,-2.14896E-05,0.000103206,3
Cysteine desulfurase (EC 2.8.1.7),0,0,3.39029E-05,0,0.000175901,3.53457E-05,4.08583E-05,6.2348E-05,-2.14896E-05,5.4856E-05,3
UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6- diaminopimelate ligase (EC 6.3.2.13),0,0,3.39029E-05,0,0.000175901,3.53457E-05,4.08583E-05,6.2348E-05,-2.14896E-05,4.42756E-05,3
GenBank:CDS:NODE-185504+-length-28119-cov-16.5101:5649:6497,0,0,3.39029E-05,0,0.000175901,3.53457E-05,4.08583E-05,6.2348E-05,-2.14896E-05,4.32482E-05,3
GenBank:CDS:NODE-56431+-length-17225-cov-14.94:2182:2727,0,0,6.78058E-05,0,0.000175901,0,4.06179E-05,6.53709E-05,-2.4753E-05,0.000193461,3
GenBank:CDS:NODE-123725+-length-3636-cov-29.017:3254:3613,0,0,6.78058E-05,0,0.000175901,0,4.06179E-05,6.53709E-05,-2.4753E-05,0.000193461,3
GenBank:CDS:NODE-274146+-length-62332-cov-15.7622:25359:25748,0,0,6.78058E-05,0,0.000175901,0,4.06179E-05,6.53709E-05,-2.4753E-05,0.000157343,3
tRNA:Cm32/Um32 methyltransferase,0,0,6.78058E-05,0,0.000175901,0,4.06179E-05,6.53709E-05,-2.4753E-05,5.4856E-05,3
GenBank:CDS:NODE-44067+-length-13992-cov-15.5263:12527:12895,0,0,6.78058E-05,0,0.000175901,0,4.06179E-05,6.53709E-05,-2.4753E-05,4.32482E-05,3
Nicotinamide-nucleotide adenylyltransferase%2C NadM family (EC 2.7.7.1) / ADP-ribose pyrophosphatase (EC 3.6.1.13),0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,0.000119756,2
Radical SAM family enzyme%2C similar to coproporphyrinogen III oxidase%2C oxygen-independent%2C clustered with nucleoside-triphosphatase RdgB,0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,0.000103059,2
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,5.89255E-05,2
Outer membrane lipoprotein-sorting protein,0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,5.89255E-05,2
Signal peptidase I (EC 3.4.21.89),0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,3.69204E-05,2
Membrane protein%2C putative,0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,3.65707E-05,2
Glutamate--cysteine ligase (EC 6.3.2.2)%2C divergent%2C of Alpha- and Beta-proteobacteria type,0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,3.65707E-05,2
Putative signal peptide protein,0,0,0,0.000207771,0,3.53457E-05,4.05194E-05,7.59024E-05,-3.5383E-05,3.64623E-05,2
Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70),0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,0.0001162,2
Translation elongation factor P,0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,9.91993E-05,2
GenBank:CDS:NODE-274145+-length-19715-cov-16.5394:17931:18578,0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,9.91993E-05,2
GenBank:CDS:NODE-314913+-length-54470-cov-18.5139:37133:37369,0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,2.78688E-05,2
Cell division protein FtsJ / Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-) ## LSU rRNA Um2552,0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,2.78688E-05,2
TsaD/Kae1/Qri7 protein%2C required for threonylcarbamoyladenosine t(6)A37 formation in tRNA,0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,2.78688E-05,2
Exodeoxyribonuclease III (EC 3.1.11.2)-2,0,0,3.39029E-05,0.000207771,0,0,4.02789E-05,7.59207E-05,-3.56417E-05,2.78688E-05,2
Predicted endonuclease distantly related to archaeal Holliday junction resolvase,6.25117E-05,0,0,0,0.000175901,0,3.97355E-05,6.50328E-05,-2.52972E-05,9.91993E-05,2
Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2),0,5.46269E-05,0,0,0.000175901,0,3.84214E-05,6.46377E-05,-2.62163E-05,3.65707E-05,2
Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17),0,5.46269E-05,3.39029E-05,0,0,0.000141383,3.83188E-05,5.05183E-05,-1.21996E-05,0.000314975,6
Lipoprotein NlpD,0,5.46269E-05,6.78058E-05,0,0,0.000106037,3.80783E-05,4.10809E-05,-3.00261E-06,0.000155152,6
Sulfate permease,0.000187535,0,0,0,0,3.53457E-05,3.71468E-05,6.84829E-05,-3.13361E-05,7.31414E-05,4
Decaprenyl diphosphate synthase (EC 2.5.1.91),0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,0.0001162,2
GenBank:CDS:NODE-209270+-length-97564-cov-18.0619:17533:18087,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,0.0001162,2
GenBank:CDS:NODE-322767+-length-109172-cov-17.173:64409:64855,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,9.91993E-05,2
GenBank:CDS:NODE-274145+-length-19715-cov-16.5394:2023:2313,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,9.91993E-05,2
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,3.65707E-05,2
GenBank:CDS:NODE-219967+-length-44450-cov-17.0484:44008:44418,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,3.65707E-05,2
GenBank:CDS:NODE-322767+-length-109172-cov-17.173:48641:48772,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,3.65707E-05,2
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1),0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,3.65707E-05,2
GenBank:CDS:NODE-12489+-length-82087-cov-16.8551:25415:25894,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,3.65707E-05,2
Transcription-repair coupling factor,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,3.65707E-05,2
TsaB protein%2C required for threonylcarbamoyladenosine (t(6)A) formation in tRNA,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19),0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
3-hydroxyacyl-[acyl-carrier-protein] dehydratase%2C FabZ form (EC 4.2.1.59),0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
GenBank:CDS:NODE-86944+-length-11310-cov-19.5743:10552:10713,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
FIG01016371: hypothetical protein,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
GenBank:CDS:NODE-86943+-length-61710-cov-17.7779:20605:22593,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
IncF plasmid conjugative transfer pilus assembly protein TraU-1,0,0,0,0,0.000175901,3.53457E-05,3.52079E-05,6.42302E-05,-2.90223E-05,2.78688E-05,2
DNA recombination protein RmuC,0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,0.0001162,2
ATP-dependent DNA helicase RecG (EC 3.6.1.-),0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,0.0001162,2
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267),0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,3.65707E-05,2
GenBank:CDS:NODE-185504+-length-28119-cov-16.5101:19688:19852,0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,2.78688E-05,2
GenBank:CDS:NODE-120176+-length-30848-cov-19.0928:26715:27386,0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,2.78688E-05,2
2-oxoglutarate/malate translocator,0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,2.78688E-05,2
Dephospho-CoA kinase (EC 2.7.1.24),0,0,3.39029E-05,0,0.000175901,0,3.49674E-05,6.42319E-05,-2.92645E-05,2.78688E-05,2
GenBank:CDS:NODE-36364+-length-27992-cov-18.5566:14409:14978,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,3.37154E-05,1
Zinc metalloprotease (EC 3.4.24.-),0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,3.37154E-05,1
GenBank:CDS:NODE-314913+-length-54470-cov-18.5139:50128:50427,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,3.37154E-05,1
GenBank:CDS:NODE-224278+-length-13815-cov-21.0001:4141:4524,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,3.37154E-05,1
Dihydroorotate dehydrogenase (EC 1.3.3.1),0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,2.94627E-05,1
GenBank:CDS:NODE-322767+-length-109172-cov-17.173:31236:31469,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,2.94627E-05,1
Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,2.94627E-05,1
Proton/glutamate symport protein @ Sodium/glutamate symport protein-1,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,2.94627E-05,1
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,1.82853E-05,1
GenBank:CDS:NODE-12489+-length-82087-cov-16.8551:11457:11591,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,1.82853E-05,1
Excinuclease ABC subunit C,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,1.82853E-05,1
GenBank:CDS:NODE-198983+-length-909-cov-27.2469:213:722,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,1.82853E-05,1
Mlr9349 protein,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,1.82853E-05,1
ubiquinol cytochrome C oxidoreductase%2C cytochrome C1 subunit,0,0,0,0.000207771,0,0,3.46284E-05,7.74315E-05,-4.28031E-05,1.82853E-05,1
